,week,Plot,SubPlot,pH,PrepH,SoilMoisture,PreSoilMoisture,N,PreN,P,PreP,K,PreK,Mg,PreMg,Ca,PreCa,Temperature,PreTemperature,Humidity,PreHumidity,Light,PreLight,plantHeight,NoOfTiller,NoOfPanicle,SPAD,NoOfSpikelet,NoOfFilledGrain,NoOfUnfilledGrain,WeightGrain
799,10,8,10,,11.39372,88.11774,56.43241,2.327436,0.473528,0.250012,0.171305,,9.529271,,2.696793,,0.423953,,3.235555,,164.1761,,1141.886,0.438045,0.555069,4.661923,4.610752,0.42699,4.610752,6.558097,6.229204
800,11,1,1,,6.069208,48.82643,52.32495,1.267174,1.973158,0.072143,0.050119,,1.122148,,0.298622,,0.084653,,40.59658,,131.2975,,833.2384,0.438045,0.438045,2.700945,0.438045,0.181205,6.417304,3.740059,3.622668
801,11,1,2,,6.178941,48.4957,81.27521,1.464437,2.752075,0.029831,0.023541,,0.779718,,0.000954,,0.012112,,34.13034,,130.6817,,256.3388,0.438045,0.438045,2.715307,0.438045,0.181933,6.426609,3.754797,3.642103
802,11,1,3,,6.613848,49.75696,52.57825,1.1817,1.212857,0.096496,0.018709,,0.527426,,0.568719,,0.236597,,37.57627,,136.2369,,364.6758,0.438045,0.438045,2.72655,0.438045,0.182602,6.43432,3.774581,3.665633
803,11,1,4,,0.73879,40.9574,60.13335,1.276134,2.050715,0.077078,0.023558,,1.220887,,0.146153,,0.055294,,52.55957,,133.3772,,977.9114,0.438045,0.438045,2.734197,0.438045,0.183083,6.441497,3.77507,3.676928
804,11,1,5,,5.126662,44.92671,86.60065,1.470206,1.810531,0.051002,0.018883,,2.638371,,0.321123,,0.174832,,34.06316,,107.9853,,96.25473,0.438045,0.438045,2.735702,0.438045,0.183228,6.459024,3.776595,3.688802
805,11,1,6,,2.738517,43.27627,86.03105,1.315868,1.550729,0.051209,0.002264,,1.18376,,0.466708,,0.282905,,36.94981,,169.5061,,131.6509,0.438045,0.438045,2.743853,0.438045,0.184212,6.473999,3.797154,3.704429
806,11,1,7,,0.498117,48.35916,77.02707,1.201819,1.216934,0.078562,0.010052,,0.534982,,0.104382,,0.201838,,49.92965,,103.2937,,707.0204,0.438045,0.438045,2.7586,0.438045,0.185096,6.511516,3.806699,3.715569
807,11,1,8,,1.603243,46.2243,64.39619,1.478361,2.12655,0.023079,0.001953,,2.435607,,0.257511,,0.104618,,55.95483,,93.76944,,420.5234,0.438045,0.438045,2.760712,0.438045,0.185251,6.518627,3.821483,3.720052
808,11,1,9,,6.658903,40.56251,67.65333,1.062147,1.587399,0.098916,0.051018,,0.104927,,0.864199,,0.23066,,50.5929,,147.9232,,741.7796,0.438045,0.438045,2.775423,0.438045,0.18601,6.540538,3.830713,3.724624
809,11,1,10,,5.676024,42.46816,68.65146,1.323181,2.281219,0.061896,0.058434,,0.992613,,0.286845,,0.077456,,53.22186,,148.4897,,462.4284,0.438045,0.438045,2.776173,0.438045,0.187052,6.574481,3.845182,3.746774
810,11,2,1,,0.187782,42.69896,71.04777,1.151253,2.073893,0.014177,0.01138,,1.720756,,0.094114,,0.224202,,45.10319,,164.3166,,709.4776,0.438045,0.438045,2.776733,0.438045,0.187686,6.574936,3.851133,3.747943
811,11,2,2,,5.506308,45.75034,82.33364,1.364851,1.724089,0.096023,0.001075,,1.143649,,0.115675,,0.038669,,56.01015,,132.5604,,747.0686,0.438045,0.438045,2.782119,0.438045,0.188814,6.595637,3.871963,3.766434
812,11,2,3,,6.404593,47.882,57.6742,1.447044,1.804142,0.095111,0.008914,,1.225325,,0.436376,,0.027674,,30.59778,,104.6677,,560.2572,0.438045,0.438045,2.791736,0.438045,0.189218,6.62131,3.888199,3.781621
813,11,2,4,,7.902665,47.85096,67.52988,1.174135,1.569811,0.051428,0.010507,,1.054566,,0.143574,,0.110088,,41.23316,,103.3958,,123.6908,0.438045,0.438045,2.799518,0.438045,0.190391,6.631204,3.907515,3.791893
814,11,2,5,,4.302672,42.75492,84.06107,1.408593,2.794796,0.083813,0.067559,,1.284579,,0.421685,,0.040447,,50.99463,,142.9918,,53.64802,0.438045,0.438045,2.80115,0.438045,0.191401,6.646939,3.912428,3.794122
815,11,2,6,,7.220059,40.94131,62.71473,1.062397,1.580358,0.074682,0.070582,,1.656426,,0.348707,,0.009898,,41.06159,,126.6556,,700.151,0.438045,0.438045,2.817214,0.438045,0.192405,6.682084,3.934136,3.795254
816,11,2,7,,0.578859,45.09227,85.39609,1.269017,2.123429,0.049762,0.003997,,1.044435,,0.010062,,0.147768,,52.35181,,107.215,,813.9038,0.438045,0.438045,2.830332,0.438045,0.192925,6.700367,3.943623,3.815175
817,11,2,8,,5.238414,40.5604,61.59063,1.027569,1.298904,0.05523,0.028979,,0.731587,,0.308857,,0.067297,,60.43334,,169.8809,,301.5383,0.438045,0.438045,2.837766,0.438045,0.193659,6.730887,3.958273,3.823913
818,11,2,9,,2.209837,40.6048,47.46044,1.158624,2.044355,0.077955,0.045859,,0.658628,,0.331271,,0.282946,,36.01254,,92.40396,,397.1887,0.438045,0.438045,2.84673,0.438045,0.194646,6.766607,3.962701,3.830706
819,11,2,10,,0.07059,40.85845,64.70981,1.184396,1.245144,0.022987,0.017323,,0.85268,,0.029152,,0.111299,,41.37652,,161.0568,,959.9973,0.438045,0.438045,2.853867,0.438045,0.195633,6.783267,3.96651,3.850311
820,11,3,1,,3.194217,80.37695,145.0769,1.85651,2.022405,0.094532,0.061251,,4.726225,,0.210123,,0.193581,,27.40127,,148.45,,440.4238,0.530833,0.28543,0.583111,5.262169,5.262169,5.513051,3.915006,4.879673
821,11,3,2,,7.443577,87.90028,126.5457,1.481963,2.616206,0.177379,0.02347,,3.466039,,0.584315,,0.229324,,4.407724,,174.5565,,91.76444,0.53376,0.286615,0.583754,5.264956,5.264956,5.539021,3.921334,4.885015
822,11,3,3,,4.929344,88.26997,137.4686,2.193311,3.119126,0.139039,0.040521,,2.82129,,0.0612,,0.487674,,13.91121,,106.5033,,70.62455,0.534835,0.287018,0.584721,5.26745,5.26745,5.556588,3.930619,4.906603
823,11,3,4,,0.45704,67.67491,80.13896,1.830518,1.925543,0.209973,0.129146,,1.588168,,0.994347,,0.037523,,27.1199,,111.6365,,141.2578,0.53568,0.288366,0.587023,5.29537,5.29537,5.564522,3.936707,4.928858
824,11,3,5,,1.044748,74.17622,111.5971,1.214146,1.865276,0.234128,0.176603,,4.481089,,0.771398,,0.26128,,2.134882,,159.4519,,552.7149,0.538072,0.288483,0.589608,5.327404,5.327404,5.590635,3.95676,4.959439
825,11,3,6,,5.207285,77.90008,85.02196,1.968299,3.228372,0.254766,0.249556,,1.890866,,0.856949,,0.350899,,0.180643,,142.0777,,821.4851,0.539843,0.289851,0.589817,5.358516,5.358516,5.605978,3.978489,4.968959
826,11,3,7,,0.843129,78.57335,104.5384,2.077026,3.806395,0.145362,0.09739,,3.792944,,0.270923,,0.224822,,2.995223,,176.0188,,913.5537,0.542397,0.291218,0.592753,5.387012,5.387012,5.611051,3.98665,4.999372
827,11,3,8,,5.95241,80.7293,106.6843,2.091656,2.619237,0.034957,0.034861,,1.206897,,0.033992,,0.019149,,11.50396,,121.859,,845.0275,0.544053,0.293148,0.596111,5.389579,5.389579,5.637398,4.004819,5.011852
828,11,3,9,,7.367662,72.5319,140.0679,2.136001,2.324439,0.035236,0.009549,,1.751672,,0.397752,,0.023085,,3.007616,,154.1511,,733.973,0.546608,0.293947,0.597361,5.416971,5.416971,5.640081,4.020528,5.027555
829,11,3,10,,1.194875,72.86563,128.4585,2.209694,3.418291,0.051173,0.008311,,5.926973,,1.04941,,0.596115,,1.567603,,133.1426,,592.7813,0.549287,0.29496,0.597848,5.431875,5.431875,5.672718,4.021585,5.058128
830,11,4,1,,0.296903,41.21563,62.02688,1.228002,2.196424,0.016652,0.016174,,1.783784,,0.477333,,0.042685,,43.88495,,122.0365,,132.3935,0.438045,0.438045,2.855532,0.438045,0.196338,6.80396,3.969198,3.853606
831,11,4,2,,4.103501,49.36315,77.98298,1.222623,2.271986,0.095751,0.092063,,1.836426,,0.041289,,0.07909,,32.76969,,149.0309,,237.4394,0.438045,0.438045,2.863252,0.438045,0.197206,6.84599,3.970706,3.876908
832,11,4,3,,0.397793,48.33014,50.27083,1.393628,1.831253,0.076329,0.070554,,0.744493,,0.411185,,0.226338,,42.72049,,129.175,,920.1064,0.438045,0.438045,2.865277,0.438045,0.197749,6.871024,3.992411,3.900083
833,11,4,4,,4.661749,47.29818,69.12727,1.145094,1.497502,0.022891,0.000106,,1.051909,,0.060865,,0.311879,,53.65896,,129.379,,911.671,0.438045,0.438045,2.867321,0.438045,0.197901,6.903048,3.998055,3.911832
834,11,4,5,,6.559828,44.07606,86.36138,1.469561,1.506336,0.069031,0.037208,,2.296034,,0.549768,,0.350993,,48.41297,,92.95232,,818.8275,0.438045,0.438045,2.869484,0.438045,0.198793,6.910377,4.007349,3.931096
835,11,4,6,,7.23836,42.78002,48.95483,1.002479,1.1827,0.053285,0.043977,,0.394303,,0.718913,,0.147737,,41.96916,,113.101,,513.3238,0.438045,0.438045,2.881213,0.438045,0.199726,6.950915,4.013666,3.95439
836,11,4,7,,6.126899,46.62557,75.27351,1.30991,1.605859,0.014095,0.004978,,0.601853,,0.453737,,0.122207,,32.90947,,125.332,,820.4678,0.438045,0.438045,2.884375,0.438045,0.200521,6.992663,4.024438,3.977368
837,11,4,8,,5.555544,42.71214,44.16781,1.317211,1.962114,0.078816,0.056696,,0.731821,,0.654778,,0.28096,,46.04181,,168.7008,,739.6519,0.438045,0.438045,2.899367,0.438045,0.201114,6.993861,4.044628,3.994776
838,11,4,9,,1.177224,44.72836,74.9299,1.183807,1.947236,0.030697,0.023875,,1.818476,,0.124479,,0.182387,,51.92191,,134.702,,319.0513,0.438045,0.438045,2.90072,0.438045,0.201384,6.996251,4.048998,3.997505
839,11,4,10,,4.32415,40.75864,73.01832,1.439282,1.506376,0.070015,0.031999,,0.597362,,0.021884,,0.0522,,47.71512,,157.6572,,724.3286,0.438045,0.438045,2.90089,0.438045,0.201902,7.028008,4.062465,4.001426
840,11,5,1,,1.119225,89.05399,109.652,1.199229,1.795671,0.049588,0.016455,,2.435269,,0.905605,,0.076192,,10.57089,,127.9501,,564.9641,0.550258,0.294968,0.600503,5.437406,5.437406,5.68353,4.044551,5.078384
841,11,5,2,,3.440669,75.82764,79.64904,2.097487,2.806813,0.125021,0.045531,,1.919373,,1.505377,,0.052976,,22.14154,,150.2841,,551.9427,0.55337,0.296451,0.601092,5.449706,5.449706,5.712427,4.056458,5.09073
842,11,5,3,,0.655269,80.17542,88.87805,2.427885,2.717558,0.188871,0.015405,,1.279471,,0.921945,,0.417706,,21.10517,,102.5859,,572.2073,0.554149,0.297235,0.603041,5.483746,5.483746,5.733081,4.069773,5.120858
843,11,5,4,,2.447807,87.7344,159.4269,2.580151,2.710975,0.212248,0.197358,,2.001144,,0.609632,,0.430159,,18.74867,,150.6585,,102.2584,0.555083,0.298467,0.603762,5.485849,5.485849,5.750039,4.083963,5.127715
844,11,5,5,,2.53305,87.16168,133.8551,2.892869,4.624606,0.210277,0.048745,,4.309532,,0.036972,,0.230714,,25.78668,,99.7383,,227.4447,0.556934,0.300129,0.606148,5.49975,5.49975,5.771101,4.085379,5.136607
845,11,5,6,,0.281751,78.09639,100.1389,1.346027,1.876575,0.209695,0.098099,,1.453001,,1.25815,,0.156255,,17.72966,,139.6535,,796.543,0.558036,0.300296,0.607057,5.512851,5.512851,5.790036,4.098888,5.158882
846,11,5,7,,5.404874,65.34646,89.16509,2.654833,3.50042,0.016926,0.013043,,4.254715,,0.145571,,0.300703,,20.42209,,127.753,,99.80512,0.558255,0.302181,0.607828,5.541043,5.541043,5.811015,4.109812,5.17413
847,11,5,8,,1.244384,76.27923,83.05721,2.568004,3.67222,0.14842,0.120192,,1.442759,,1.69179,,0.209106,,17.38749,,114.3066,,716.176,0.560024,0.303349,0.610361,5.542486,5.542486,5.833157,4.118822,5.185814
848,11,5,9,,3.454166,62.26797,83.94962,1.773074,2.611632,0.215911,0.138983,,4.5548,,1.59412,,0.114657,,0.73503,,158.3111,,515.9133,0.561786,0.3052,0.611811,5.55076,5.55076,5.843567,4.139639,5.207181
849,11,5,10,,5.361719,60.00089,85.20028,2.948388,5.743423,0.071997,0.065348,,3.692274,,0.95924,,0.191996,,1.937449,,93.111,,238.3285,0.564177,0.3063,0.614839,5.582399,5.582399,5.873525,4.158377,5.21335
850,11,6,1,,4.420779,76.59721,80.97424,2.428026,4.785848,0.105578,0.048518,,2.566553,,0.719793,,0.33525,,16.43343,,175.3242,,318.1421,0.56704,0.30676,0.617258,5.58822,5.58822,5.899985,4.173619,5.217395
851,11,6,2,,2.53487,78.0721,81.69272,2.376763,3.123304,0.263419,0.161641,,3.788862,,0.190278,,0.484841,,17.4377,,124.4767,,163.0157,0.570276,0.30813,0.61823,5.60448,5.60448,5.926036,4.184528,5.246556
852,11,6,3,,6.180255,68.17221,104.7147,2.068468,2.241284,0.030489,0.02518,,2.761007,,0.964804,,0.284094,,5.772793,,162.7238,,524.8599,0.570737,0.308522,0.619464,5.637172,5.637172,5.926247,4.198024,5.246583
853,11,6,4,,2.647153,76.80183,124.3618,1.299952,2.543358,0.015827,0.009419,,2.358334,,1.202436,,0.488357,,22.58661,,123.7413,,721.9337,0.571898,0.309737,0.619623,5.637326,5.637326,5.960183,4.2123,5.261107
854,11,6,5,,0.395228,88.34631,106.0654,2.687815,5.174543,0.274189,0.065299,,2.948251,,0.266721,,0.304327,,12.02923,,164.8714,,270.5317,0.574271,0.310903,0.622469,5.658221,5.658221,5.991416,4.2164,5.283712
855,11,6,6,,6.147966,81.08932,120.6319,2.988378,4.046113,0.214104,0.052923,,6.778561,,0.531011,,0.037407,,0.239221,,166.4424,,332.9753,0.577746,0.31098,0.623233,5.673102,5.673102,6.01415,4.235671,5.28965
856,11,6,7,,2.627701,67.76214,118.277,1.569444,2.208365,0.19922,0.137876,,3.058731,,0.546566,,0.231054,,5.132474,,125.0085,,243.6822,0.578775,0.311155,0.626433,5.679879,5.679879,6.02432,4.251023,5.318232
857,11,6,8,,4.959579,77.42051,118.8314,2.302166,4.532614,0.243989,0.214385,,4.153012,,1.044223,,0.388697,,2.529522,,97.06984,,107.3453,0.579931,0.312807,0.62731,5.68242,5.68242,6.046673,4.267133,5.322906
858,11,6,9,,1.458794,69.84887,94.0735,2.075547,3.485271,0.153562,0.136864,,2.474783,,1.152451,,0.128701,,13.71839,,108.716,,784.1714,0.583282,0.314157,0.628137,5.708535,5.708535,6.071637,4.269133,5.337897
859,11,6,10,,1.808717,82.60322,164.7324,2.866394,2.936303,0.203894,0.16945,,3.771048,,0.582471,,0.199177,,11.2955,,131.3874,,703.185,0.585877,0.315371,0.630439,5.736276,5.736276,6.080278,4.278767,5.351027
860,11,7,1,,6.448973,86.03157,27.53684,2.574667,0.106036,0.246892,0.046666,,10.92291,,3.077976,,0.515151,,11.72716,,153.129,,1564.173,0.441835,0.555108,4.687549,4.614425,0.428023,4.614425,6.571228,6.255329
861,11,7,2,,6.577539,81.29325,28.93835,2.425161,2.000544,0.287028,0.068051,,6.472395,,2.115748,,0.322152,,13.53331,,127.0172,,1225.011,0.443261,0.555668,4.732256,4.649149,0.430529,4.649149,6.600662,6.283688
862,11,7,3,,12.46603,82.94655,8.360425,2.957737,1.042572,0.293339,0.229848,,10.59149,,3.09037,,0.015571,,6.555799,,117.089,,1853.781,0.447389,0.559016,4.737608,4.661235,0.434643,4.661235,6.625315,6.331513
863,11,7,4,,7.805641,85.1612,76.88645,2.817612,2.495752,0.243915,0.1189,,7.146571,,3.665146,,0.379412,,16.40785,,117.4249,,1758.694,0.449159,0.563378,4.769252,4.664571,0.438835,4.664571,6.631541,6.38691
864,11,7,5,,6.694685,84.95725,15.35563,2.323204,1.663235,0.243259,0.097702,,9.085355,,2.734917,,0.162435,,13.9197,,133.6274,,1650.93,0.453481,0.567255,4.779814,4.670162,0.441593,4.670162,6.680219,6.430101
865,11,7,6,,7.019873,88.47412,55.10462,2.427608,1.552907,0.238065,0.027812,,8.369005,,2.759188,,0.312396,,6.18256,,166.8778,,1431.591,0.45725,0.569379,4.819626,4.695461,0.445207,4.695461,6.70105,6.45419
866,11,7,7,,7.591782,86.93585,47.64859,2.319421,1.234212,0.212202,0.158629,,11.13239,,2.282394,,0.038038,,8.21063,,112.9869,,1861.369,0.461635,0.570404,4.836082,4.727285,0.447475,4.727285,6.748665,6.488547
867,11,7,8,,9.579756,85.59429,0.227462,2.370283,0.335744,0.202488,0.071204,,7.41527,,2.624991,,0.144261,,20.27975,,109.3898,,1762.18,0.46361,0.574426,4.87965,4.762636,0.449075,4.762636,6.802092,6.536643
868,11,7,9,,12.53518,87.79526,13.57186,2.22229,1.343777,0.267365,0.07613,,8.913928,,1.87545,,0.330175,,17.23831,,132.6654,,1313.881,0.464077,0.577893,4.922485,4.773836,0.4521,4.773836,6.804479,6.546941
869,11,7,10,,9.423053,87.38607,34.48368,2.56092,1.018022,0.241062,0.182116,,9.584852,,2.114811,,0.515283,,10.78681,,91.10683,,1694.511,0.464944,0.583366,4.958236,4.785685,0.455504,4.785685,6.854355,6.586179
870,11,8,1,,11.71671,88.19552,60.56406,2.606602,1.219051,0.272902,0.214986,,7.515351,,3.414732,,0.266514,,21.42106,,140.928,,1207.622,0.467261,0.586965,4.999022,4.802284,0.45634,4.802284,6.874976,6.609143
871,11,8,2,,12.08681,83.32322,25.12604,2.825366,0.403157,0.204566,0.055059,,10.35369,,2.625637,,0.18623,,16.99621,,115.9052,,1817.759,0.470718,0.590799,5.00775,4.840331,0.457435,4.840331,6.939476,6.629673
872,11,8,3,,11.92098,86.24407,3.040232,2.348621,1.286205,0.241288,0.026165,,6.533336,,2.874156,,0.064114,,11.81179,,166.7065,,1929.02,0.472953,0.592218,5.047663,4.882128,0.46009,4.882128,6.978754,6.64527
873,11,8,4,,9.079439,87.12177,63.91487,2.38868,1.492193,0.282489,0.017627,,6.53625,,3.592763,,0.159492,,5.224085,,112.8604,,1381.796,0.473255,0.593709,5.068143,4.88998,0.461159,4.88998,7.034809,6.645381
874,11,8,5,,7.734742,87.46656,66.26792,2.494041,2.159186,0.293941,0.009603,,9.424065,,2.129475,,0.050473,,6.928482,,169.1141,,1240.203,0.474938,0.595031,5.086878,4.893644,0.464432,4.893644,7.082241,6.681718
875,11,8,6,,10.00795,83.73904,56.08101,2.453631,0.951627,0.24096,0.200325,,7.766772,,2.046868,,0.196986,,4.225547,,115.2779,,1336.684,0.476914,0.596969,5.112594,4.920457,0.46487,4.920457,7.134562,6.711139
876,11,8,7,,8.061052,81.1737,79.23,2.629391,0.134322,0.298727,0.204566,,9.992225,,2.187433,,0.508317,,19.48446,,120.2892,,1350.144,0.478447,0.599714,5.137366,4.963655,0.469031,4.963655,7.186615,6.744971
877,11,8,8,,9.78126,83.33441,0.065121,2.791532,1.560011,0.203144,0.066031,,10.06838,,2.130009,,0.515449,,23.79131,,150.6522,,1106.754,0.481571,0.601661,5.146182,4.997918,0.469762,4.997918,7.241421,6.790029
878,11,8,9,,7.162896,85.99513,77.09836,2.801601,1.752756,0.286947,0.102707,,9.937876,,1.622681,,0.335353,,1.674736,,130.5027,,1113.819,0.482952,0.603307,5.175816,5.034387,0.472728,5.034387,7.275995,6.834258
879,11,8,10,,10.8762,84.00877,31.94378,2.983846,2.334714,0.273371,0.040922,,11.12701,,2.830316,,0.069154,,10.19953,,114.827,,1924.413,0.486892,0.607019,5.207037,5.065653,0.474999,5.065653,7.30018,6.852411
880,12,1,1,,7.638796,40.2145,47.29212,1.152489,2.273478,0.054729,0.045558,,0.631182,,0.048175,,0.12693,,53.67112,,147.8285,,415.3904,0.486892,0.486892,2.904279,0.486892,0.202809,7.061473,4.081115,4.015575
881,12,1,2,,2.746362,44.73531,61.32138,1.233179,1.958702,0.069089,0.012842,,1.738746,,0.003066,,0.02815,,49.99786,,155.5317,,309.7321,0.486892,0.486892,2.907079,0.486892,0.20317,7.072017,4.097963,4.035226
882,12,1,3,,2.468878,44.26885,69.08407,1.152764,1.746639,0.013235,0.005177,,0.461811,,0.206336,,0.138408,,44.04957,,119.5318,,455.8896,0.486892,0.486892,2.915107,0.486892,0.204251,7.083476,4.098501,4.036283
883,12,1,4,,0.728722,41.8816,83.53017,1.263908,1.269843,0.01276,0.006283,,2.082679,,0.415077,,0.26777,,40.32381,,118.3129,,364.9441,0.486892,0.486892,2.933355,0.486892,0.204497,7.107069,4.107865,4.057688
884,12,1,5,,2.911811,42.96877,69.7806,1.202863,2.393693,0.070953,0.056422,,0.661969,,0.281307,,0.059127,,47.16375,,138.5124,,209.7395,0.486892,0.486892,2.948473,0.486892,0.205605,7.149036,4.129056,4.076556
885,12,1,6,,5.365161,41.21674,56.16364,1.043558,1.762633,0.06588,0.02607,,0.90671,,0.437616,,0.165742,,38.70444,,114.6026,,676.0555,0.486892,0.486892,2.956122,0.486892,0.205917,7.184804,4.130228,4.080641
886,12,1,7,,5.862916,42.61572,56.50769,1.487046,1.820835,0.087156,0.033584,,0.819708,,0.104495,,0.254052,,40.93766,,116.8897,,257.8617,0.486892,0.486892,2.960005,0.486892,0.207072,7.201762,4.144345,4.082134
887,12,1,8,,5.31399,47.33815,81.79991,1.299561,2.301083,0.077363,0.045382,,0.395489,,0.008228,,0.161609,,51.13652,,90.06628,,75.71401,0.486892,0.486892,2.963563,0.486892,0.207533,7.201958,4.165687,4.08774
888,12,1,9,,6.82529,43.19789,66.91196,1.395676,1.600487,0.033813,0.026948,,1.003081,,0.216542,,0.077269,,45.73923,,116.7375,,541.1281,0.486892,0.486892,2.975842,0.486892,0.207827,7.235912,4.170436,4.103111
889,12,1,10,,0.137099,42.83137,76.25557,1.042599,1.362827,0.083769,0.035709,,1.636102,,0.634111,,0.118108,,40.03189,,97.58754,,745.512,0.486892,0.486892,2.989491,0.486892,0.208132,7.248729,4.186172,4.109062
890,12,2,1,,7.00349,45.95433,87.88476,1.271724,1.308766,0.061161,0.007598,,0.935126,,0.164288,,0.168996,,39.11713,,144.0218,,330.7734,0.486892,0.486892,2.992245,0.486892,0.208855,7.279573,4.204282,4.110531
891,12,2,2,,7.516333,42.26613,47.57004,1.476141,1.92702,0.022152,0.01378,,1.950355,,0.388918,,0.05494,,54.6431,,167.4615,,755.6595,0.486892,0.486892,3.010173,0.486892,0.209757,7.296453,4.226398,4.115053
892,12,2,3,,4.345249,47.15952,49.17928,1.296369,2.389516,0.078036,0.078002,,0.574065,,0.214037,,0.185544,,51.02494,,153.2478,,873.8338,0.486892,0.486892,3.014716,0.486892,0.209829,7.33239,4.249737,4.116692
893,12,2,4,,4.395756,49.7674,93.05484,1.2905,2.162265,0.011109,0.00025,,1.316576,,0.002193,,0.242091,,60.71221,,98.37026,,576.0085,0.486892,0.486892,3.016031,0.486892,0.210415,7.345141,4.254056,4.125341
894,12,2,5,,5.148344,44.06,67.70543,1.139768,2.193811,0.045495,0.012462,,2.033336,,0.766537,,0.241037,,36.03379,,118.0503,,393.561,0.486892,0.486892,3.030155,0.486892,0.210955,7.353058,4.270788,4.132196
895,12,2,6,,3.801123,43.55525,65.37062,1.268518,1.327195,0.01894,0.00111,,0.522881,,0.246359,,0.042167,,51.19022,,177.3153,,999.5834,0.486892,0.486892,3.043083,0.486892,0.211432,7.382805,4.271064,4.143459
896,12,2,7,,4.302662,43.66221,60.9086,1.166666,2.020637,0.048425,0.004593,,0.070398,,0.282567,,0.088815,,53.98277,,157.4659,,190.1215,0.486892,0.486892,3.044596,0.486892,0.21164,7.413311,4.287375,4.153647
897,12,2,8,,7.5641,40.43577,65.63947,1.085195,1.326934,0.085861,0.004145,,1.510805,,0.712306,,0.140497,,40.68584,,154.1524,,33.41556,0.486892,0.486892,3.045088,0.486892,0.21171,7.447446,4.304529,4.161416
898,12,2,9,,3.138741,43.83861,45.05124,1.212165,1.258591,0.025395,0.005216,,1.686528,,0.048063,,0.10832,,47.9455,,102.5947,,264.121,0.486892,0.486892,3.062007,0.486892,0.212778,7.478413,4.307546,4.16772
899,12,2,10,,6.552843,46.64212,47.38039,1.124195,1.513395,0.023066,0.000939,,0.576853,,0.211094,,0.089623,,36.11846,,115.6049,,606.8258,0.486892,0.486892,3.070309,0.486892,0.213832,7.50279,4.311688,4.181505
900,12,3,1,,1.538178,83.89591,85.15272,1.407263,2.686521,0.016739,0.003254,,4.305806,,0.169608,,0.171662,,13.93109,,142.2613,,730.4859,0.586967,0.316899,0.633926,5.74355,5.74355,6.091702,4.301442,5.371441
901,12,3,2,,5.780073,83.80458,143.2756,1.96018,2.668655,0.058263,0.021426,,4.41833,,1.04427,,0.32927,,2.875008,,133.6409,,874.6273,0.589604,0.31764,0.635013,5.754024,5.754024,6.114759,4.31017,5.385379
902,12,3,3,,4.650594,81.68198,130.11,1.743422,3.479924,0.077717,0.074678,,6.116838,,0.228021,,0.207845,,9.766322,,132.8896,,85.38037,0.591359,0.317777,0.63695,5.77514,5.77514,6.135132,4.322451,5.391134
903,12,3,4,,7.589965,83.86094,118.26,1.837418,2.858729,0.261639,0.123325,,1.904746,,1.074128,,0.209105,,13.83626,,164.2613,,1005.557,0.593454,0.318064,0.640149,5.78976,5.78976,6.155399,4.342332,5.406513
904,12,3,5,,4.56409,68.15123,114.196,2.548135,3.800484,0.040617,0.018716,,4.494254,,0.717918,,0.002428,,6.721403,,161.7506,,745.1809,0.594739,0.318291,0.640697,5.811728,5.811728,6.18115,4.36577,5.420483
905,12,3,6,,5.353515,74.6155,118.4264,1.987159,2.883627,0.116056,0.025913,,4.042136,,0.411569,,0.118925,,9.683424,,123.9129,,43.20606,0.597372,0.319879,0.643569,5.829659,5.829659,6.21106,4.381917,5.422872
906,12,3,7,,4.814414,84.98068,103.9218,1.242423,1.773279,0.204194,0.052753,,2.589209,,0.958411,,0.094553,,14.30497,,153.6751,,966.3265,0.598701,0.320442,0.64482,5.833343,5.833343,6.218499,4.405461,5.426369
907,12,3,8,,1.413046,75.79325,129.2447,2.875783,5.113228,0.072974,0.056292,,3.070441,,0.278659,,0.313162,,3.462289,,139.8677,,734.9494,0.601162,0.32239,0.64568,5.861731,5.861731,6.231989,4.427448,5.438892
908,12,3,9,,5.360858,63.68828,93.75647,1.893551,2.024406,0.118135,0.103675,,2.699949,,0.764449,,0.14256,,14.91393,,109.2629,,690.0146,0.602698,0.323217,0.647931,5.892455,5.892455,6.262567,4.427827,5.473133
909,12,3,10,,1.560522,81.57228,160.573,1.094561,1.593092,0.215066,0.115408,,3.917199,,0.640307,,0.123522,,20.78905,,128.004,,357.9295,0.603437,0.324039,0.651314,5.9248,5.9248,6.288866,4.432817,5.487189
910,12,4,1,,5.724092,42.70925,82.39848,1.344177,1.978782,0.080988,0.07863,,1.688105,,0.115985,,0.033028,,41.25968,,175.4135,,398.0632,0.486892,0.486892,3.078287,0.486892,0.214507,7.50786,4.327249,4.182698
911,12,4,2,,2.563936,46.57959,52.4492,1.273637,2.199065,0.030966,0.029234,,0.145144,,0.009467,,0.203785,,42.01588,,141.6449,,105.8409,0.486892,0.486892,3.083194,0.486892,0.214982,7.549982,4.335402,4.186078
912,12,4,3,,6.828636,47.41217,75.82258,1.091119,1.221831,0.032887,0.016408,,0.784494,,0.294935,,0.013376,,51.18571,,125.7456,,333.5624,0.486892,0.486892,3.094089,0.486892,0.215416,7.578143,4.35252,4.206729
913,12,4,4,,6.484826,40.76213,80.52755,1.17466,1.308989,0.043729,0.021025,,1.880395,,0.930307,,0.245947,,43.37113,,148.701,,67.37567,0.486892,0.486892,3.111499,0.486892,0.215604,7.57969,4.366791,4.226146
